morphism_id,source,relation,target,evidence_tier,source_type,validation_status,citation_status,quantitative_status,pmid_count,pmids,has_context,has_full_text,source_mentioned,target_mentioned,endpoint_context_match,relation_support_heuristic,relation_context_support,quantitative_value_support,risk_flags
1d1fc1b5-b2b4-4b31-8a3f-272192d25890,TRPV4,TRPV4_to_Li_Fraumeni_Syndrome,Li_Fraumeni_Syndrome,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1d38cd9a-0179-49ae-91b4-339ecd857380,NR3C1,NR3C1_interacts_TNF,TNF,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1d88d94a-3542-41a6-a6e4-7794437f7e76,F10,F10_interacts_TFPI,TFPI,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1dbd1aea-7fd0-410b-b36b-60d614b8d8f9,KCNJ2,KCNJ2_interacts_HCN4,HCN4,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1e8a3174-29be-4757-a0d8-7f62cc32b1fd,JAK3,JAK3_interacts_TYK2,TYK2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1e98fea0-e79d-4d18-8854-071fa6cd195f,CYP11B2,CYP11B2_to_GIST,GIST,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1ef93a53-1426-4ece-951e-c1e6cd2cf68d,HTR1B,HTR1B_interacts_SNAP25,SNAP25,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1f01a9f1-f04a-4b65-ad48-a5c0d91d630a,SLC6A3,SLC6A3_to_CLL,CLL,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
207a9ed2-27cf-4ba0-b213-2cdb829105a8,KCNK10,KCNK10_interacts_KCNK3,KCNK3,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
208d9fbd-cf58-4855-b2fd-7a4c53f7f24d,F8,F8_interacts_ADAMTS13,ADAMTS13,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
20a7206c-5416-4fd1-9ee0-a007d60639a6,COMT,COMT_interacts_DRD1,DRD1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
22024b6e-d30d-4253-8f32-d307819f0b8c,AMY2A,AMY2A_interacts_MGAM,MGAM,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
22060129-3aab-4845-bb12-2ca9f062ed0b,SLC6A2,SLC6A2_to_NSCLC,NSCLC,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
22ed5266-435e-4faa-8d93-833bfedf4870,TRPV1,TRPV1_interacts_HRH1,HRH1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
255f5ec2-8757-4f9c-a98d-4c7d0e4cc383,KCNJ8,KCNJ8_to_Breast_Cancer,Breast_Cancer,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2563b673-5021-4fb0-8d60-ca379e33b195,BMPR1B,BMPR1B_interacts_BMPR1A,BMPR1A,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
263b55a8-eaf2-4216-b13d-a125bf830255,KCNK9,KCNK9_to_Melanoma,Melanoma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2683af5e-fef1-4871-bbb5-e763ae83a7e0,KCNK9,KCNK9_interacts_KCNK3,KCNK3,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
27810890-4469-4d40-be4f-c0a8dbedb0d9,CD52,CD52_interacts_CD2,CD2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
279458fb-4718-40f9-944a-c4f4a5ce739a,IL1B,IL1B_interacts_IL17F,IL17F,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
28574627-473c-4061-9775-8d5cdc13e30f,F11,F11_to_AML,AML,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
28a3f049-1a6e-4380-ad71-ae68e4920c79,SLC6A2,SLC6A2_to_Melanoma,Melanoma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
29d8d6e5-3dc1-487f-a724-efd6d7bd4bd4,ALDH2,ALDH2_interacts_AKR1B1,AKR1B1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2a653248-d01a-4f06-b279-1497c8c89451,KCNJ8,KCNJ8_to_HCC,HCC,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2a784d05-c6e8-46c5-b9f3-32d5fd5b0022,HTR1D,HTR1D_interacts_HTR3A,HTR3A,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2a8bc6c5-5f15-45bb-b133-7a20ec48408d,IL17F,IL17F_interacts_IL17RA,IL17RA,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2ac4f8ce-20be-4c29-ad1c-53c479ee6dbb,ACVR2A,ACVR2A_interacts_ACVR1,ACVR1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2af2703e-e7a6-4180-948c-0ced3f5b4e6a,PTGS1,PTGS1_to_NSCLC,NSCLC,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2b0e5db9-e3d6-4d1c-a985-090cd2d56ec4,KCNJ8,KCNJ8_to_Prostate_Cancer,Prostate_Cancer,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2b52de18-2acf-4079-bdf9-66772cc317eb,SCN10A,SCN10A_interacts_SCN5A,SCN5A,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2b53514a-d961-435c-9d0f-da2db9a8a4f6,ERBB4,ERBB4_interacts_PGF,PGF,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2c962f1e-05fa-4268-b1e0-ef0c4498ad98,HRH1,HRH1_interacts_TRPV1,TRPV1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2d3b93a9-a653-4df2-ad07-305c4ed409ef,C5AR1,C5AR1_interacts_C5,C5,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2d4458ba-bf71-401a-9be1-09c6d44c273c,PTGS2,PTGS2_to_Myelofibrosis,Myelofibrosis,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2d642f92-5860-4ad1-ab96-8d633a291553,ACVR2A,ACVR2A_interacts_BMPR1B,BMPR1B,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2d676f7c-0d92-4b50-8f96-67b06790dfce,SERPINC1,SERPINC1_interacts_F8,F8,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2e58c33f-0fb0-47ac-b91f-79420bddb0a7,IL17F,IL17F_interacts_IL17A,IL17A,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2f27dac2-c887-4334-892f-62a34155d2a0,HTR1B,HTR1B_interacts_HTR2C,HTR2C,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2f5b4df6-05fd-4e33-86ac-80ee08e4cf23,P2RY1,P2RY1_to_Glioblastoma,Glioblastoma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2fa36817-6bcf-4677-8910-95486df160d7,SLC5A2,SLC5A2_to_Breast_Cancer,Breast_Cancer,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
2fc7befb-9556-4a77-b98f-0d866cf97e58,C5,C5_interacts_PLG,PLG,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
30579b6f-9fda-4dd8-b4d3-834cd38c5b80,HTR3A,HTR3A_interacts_HTR2C,HTR2C,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
30724ff4-6ad6-4ebd-ba39-94a426735439,F10,F10_interacts_F8,F8,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
314847d5-284c-4c94-a579-7e273d28d4c9,ACVR1,ACVR1_interacts_BMPR2,BMPR2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
32091728-200f-45e3-8127-660ee07e2806,KCNK10,KCNK10_interacts_KCNK18,KCNK18,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
328541d0-636d-45de-bfa3-1eeb029b75b6,SRC,SRC_interacts_PGR,PGR,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
3295f86e-979d-4cfa-ae93-6a9d9036d551,SLC6A3,SLC6A3_to_Multiple_Myeloma,Multiple_Myeloma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
344219f1-0e2f-4f87-a6af-6c51aa7eacef,SLC12A3,SLC12A3_to_Glioblastoma,Glioblastoma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
34d6b801-96df-4054-ad08-43099de3fecd,CD38,CD38_interacts_RYR3,RYR3,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
359d9010-412a-49df-b661-a1b2098ff603,TFPI,TFPI_interacts_F10,F10,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
362c797c-060b-42d2-bfd6-e6aeee9a4a85,PIK3CD,PIK3CD_interacts_PDGFRB,PDGFRB,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
36546710-0623-41bb-9feb-8ec9c52d95e6,PTGER1,PTGER1_interacts_ADRB2,ADRB2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
367ae932-0390-44fb-9282-608ae42b2fa0,P2RX3,P2RX3_interacts_P2RY2,P2RY2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
367ebdf1-4140-481d-b423-083aa7b6a845,KCNK9,KCNK9_interacts_KCNK18,KCNK18,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
37197b5b-9aa9-457d-8149-4f8dcec9d9e7,EPOR,EPOR_interacts_JAK3,JAK3,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
3734cc44-df08-4d4d-969a-607e3ac05eca,GGCX,GGCX_interacts_F2,F2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
37fa241b-f222-45f9-bc76-9a4a92eeae54,PTGS1,PTGS1_to_Melanoma,Melanoma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
3931e99f-8991-4fb1-813c-24328e9863ed,TRPV4,TRPV4_interacts_LYN,LYN,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
39546221-2c99-43b3-8910-0a1a769c91ed,IL1B,IL1B_interacts_IL17RA,IL17RA,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
3c74f907-eefe-413d-a8b0-de8f71dd203c,JAK3,JAK3_to_Soft_Tissue_Sarcoma,Soft_Tissue_Sarcoma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
3ce1db2d-c2a2-457e-92b5-4bc87d222e27,PTGS1,PTGS1_to_GIST,GIST,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
3fd95b3d-0e5b-4289-9906-51bdd065954a,SCN5A,SCN5A_interacts_KCNJ2,KCNJ2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
40d6dfb8-f9ec-4eda-8cce-82098ba1d8cd,NR1H4,NR1H4_interacts_SLC10A1,SLC10A1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
40e09017-ea84-447c-bbef-378fd96f2c19,RYR1,RYR1_interacts_CD38,CD38,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
418746ab-0765-4187-b729-6cecccad4e71,HTR3A,HTR3A_interacts_HTR1B,HTR1B,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
41c2ffed-a506-4818-bbd2-e86c97ca7e3f,KLKB1,KLKB1_interacts_F10,F10,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
41fff10c-5fb7-4d9b-bd6e-158e197cfdad,SSTR2,SSTR2_interacts_SSTR5,SSTR5,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
421d89db-d6e7-4955-90d6-608fe3460bb1,ACVR1,ACVR1_interacts_ACVR2A,ACVR2A,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
